age,total_invested,risk_tolerance,months_active,app_sessions_month
22,716266,2,7,24
42,38622,5,1,15
37,26065,3,4,18
36,182006,3,1,14
37,45153,2,1,21
51,319946,1,5,16
49,29192,3,6,12
26,10780,3,1,15
44,109697,1,11,14
35,34755,4,3,19
35,329234,-1,20,17
18,57448,2,3,26
30,43850,2,1,17
25,369814,2,11,29
38,551740,3,6,14
40,11956,2,3,15
18,681345,2,3,21
31,32364,1,1,17
40,342936,2,3,18
30,326,4,1,17
37,145463,3,5,18
34,103970,3,18,19
34,142284,3,12,16
29,7083,3,1,16
22,227521,2,17,27
23,387163,1,4,7
37,334176,3,1,10
32,114921,4,11,22
30,44554,3,3,18
28,15475,4,2,12
29,80062,1,1,13
40,242056,2,5,24
29,13860,3,1,15
21,465578,1,12,27
37,91784,2,5,25
30,38165,1,4,14
32,7087,3,1,9
44,251628,4,13,26
31,101102,1,5,13
34,15049,1,4,20
22,458556,3,11,24
30,14577,2,1,15
36,23981,4,3,16
19,355526,-2,6,14
33,27359,1,4,13
32,140137,1,1,9
32,9905,3,2,16
40,510107,2,2,14
34,4479171,3,38,33
43,34510,3,3,11
24,11619,3,1,16
33,43238,4,13,23
32,322261,4,4,9
23,53814,3,4,24
39,98558,3,6,17
50,72777,5,7,19
31,1231528,4,7,24
36,8298,2,1,21
32,356866,3,13,19
26,34555,2,1,16
18,16527,2,2,20
26,12966,4,1,24
20,47082,1,11,20
45,551802,1,7,19
31,96707,3,11,16
29,750217,3,8,19
39,7871,1,1,12
23,32956,4,2,14
25,12151,1,5,19
32,20994,3,2,13
40,12515,2,1,16
36,141804,2,16,18
33,515233,2,11,26
32,52568,2,3,19
35,23804,3,11,18
33,1023332,1,7,12
23,24703,4,1,15
32,40056,2,3,17
23,128452,-2,2,19
32,109201,1,1,14
28,18645,3,2,17
52,84513,3,22,23
31,262464,1,5,16
20,125970,4,15,20
30,117981,2,1,23
36,13133,2,1,21
45,263588,2,17,27
27,33254,4,5,19
19,79150,2,18,23
38,29243,2,1,20
20,198739,3,19,32
28,15064,2,4,14
29,313258,3,1,13
31,619032,5,9,19
37,323957,3,12,21
26,974,3,1,13
29,610575,4,34,25
31,6544631,1,9,20
33,47885,2,3,21
32,2520,3,1,14
35,121651,4,3,22
38,7179,3,1,13
35,174102,3,5,24
35,2420494,3,12,22
19,47683,-1,8,24
32,37175,3,4,18
35,30293,4,1,22
37,274004,4,25,24
26,13029,2,2,16
26,33591,1,2,11
27,105471,3,8,19
36,1511980,3,11,24
40,5280820,4,33,34
28,4813454,2,27,24
39,1326001,3,19,19
32,102408,3,4,16
31,4669,1,1,13
30,916592,4,7,23
37,60717,3,1,14
34,2982,3,1,17
50,8906,1,1,17
25,4389,3,1,19
36,11363,4,5,17
27,95638,2,3,18
25,13584,5,3,12
31,113030,4,14,23
33,167633,4,8,17
55,585302,3,22,32
30,67968,2,4,17
22,330060,3,2,11
34,6403,3,1,23
18,17987,4,8,21
31,646701,3,14,23
32,18868,2,1,16
38,192040,2,16,24
39,54788,3,5,18
27,60022,-2,1,12
30,209753,2,8,19
25,76911,2,5,19
22,9936,4,1,17
34,21656,3,4,13
21,263119,1,12,25
28,637889,3,6,17
24,87536,4,2,10
36,2656345,1,21,17
46,122313,3,2,18
21,129994,4,2,20
18,4842,2,3,17
31,192501,4,17,26
32,250167,3,5,11
33,52068,3,9,20
28,289867,2,29,30
30,518288,4,12,27
34,89603,3,1,14
40,64811,4,12,17
18,148766,3,11,26
29,13248,3,2,18
33,23607,3,3,17
24,15401,3,9,21
45,93910,3,2,14
26,4698,1,1,12
31,192568,3,9,28
36,2314073,3,17,26
27,62989,3,1,9
18,28379,3,4,20
28,882695,1,7,24
40,355517,1,9,21
29,208338,1,44,39
25,69718,3,9,19
39,980249,2,7,14
29,323406,1,36,39
27,7634,3,1,15
33,69717,3,1,13
38,61139,4,6,23
51,63376,4,3,16
38,8827,4,1,17
41,6420,4,2,21
27,27867,4,8,19
23,1574024,3,17,26
32,13192,1,1,12
32,11389,-2,6,15
23,165634,4,2,17
30,1173563,1,8,14
35,349711,4,6,15
34,481821,1,20,22
36,24142,1,1,14
34,117957,3,5,19
27,107445,3,1,15
27,61658,-2,6,10
22,121326,3,15,27
46,1459441,2,19,22
32,455235,4,4,14
30,325386,4,13,13
24,89425,4,2,11
55,45778,3,1,19
23,221913,4,15,18
28,9857,2,1,16
35,5008,3,1,7
36,47820,2,3,15
39,37196,2,3,24
46,56207,4,1,15
36,1494308,3,13,20
23,136253,4,4,14
29,44168,4,5,16
34,148861,2,2,17
48,95198,4,5,16
20,663974,1,11,12
41,128688,1,18,17
33,2181981,2,28,23
38,206537,4,4,14
31,577304,4,36,38
25,63152,3,2,22
38,100003,4,1,21
37,251722,3,11,18
39,24189,4,1,14
31,22009,3,1,10
27,142845,5,20,27
19,543655,2,12,27
38,113702,2,1,14
35,269254,-2,12,23
24,420990,2,14,22
27,3213855,3,18,22
28,49197,3,6,14
20,277348,4,9,20
25,111035,2,11,16
22,58613,4,9,20
28,321541,4,8,15
26,53438,3,6,20
18,194659,5,5,18
48,1928426,1,44,37
42,209696,5,3,9
25,245962,2,1,12
34,1046495,1,11,23
35,60035,3,1,22
41,439891,3,6,19
25,4657,2,1,14
40,154207,3,7,17
27,1384376,2,23,26
21,296242,1,10,18
37,69064,4,1,17
42,3415593,2,28,27
52,47202,1,2,15
22,2392,2,4,18
37,1914137,1,5,16
28,338206,1,37,28
38,8425,3,1,9
20,574574,2,9,19
21,108472,3,3,16
25,116455,3,1,19
32,361871,1,21,22
26,194543,3,7,25
37,371996,3,11,24
40,1434262,3,2,11
36,1098656,2,11,22
44,377151,1,14,22
35,10295,3,4,13
22,5132,3,6,22
42,1258339,1,28,40
27,335394,4,15,18
39,195699,2,4,18
44,15829,2,8,16
35,88398,2,12,27
20,11871,4,1,12
24,795368,4,7,16
42,1029059,4,33,33
30,2272715,4,23,29
32,80923,2,14,27
38,51286,3,1,15
37,958956,2,40,37
34,582162,2,7,22
30,20927,1,2,16
29,1995030,3,8,23
38,414749,4,15,26
36,11078,3,1,18
29,182623,2,19,22
40,315884,3,20,22
30,20799,3,1,18
25,230859,3,18,24
25,171855,2,23,29
24,58177,1,1,16
29,1130,1,2,17
41,47759,5,3,24
25,16134,4,3,16
33,77584,2,11,20
26,80386,2,3,7
29,521135,2,25,26
19,196391,3,42,38
30,416789,1,3,15
30,196758,4,5,18
36,1397502,4,6,16
33,470100,3,6,11
22,6269,4,3,24
40,271598,3,1,15
33,46538,1,1,14
33,189015,3,1,9
31,435988,3,18,26
27,36969,3,2,14
33,55985,2,1,21
35,228846,2,7,22
18,30674,4,1,19
27,271106,4,1,14
29,5954,4,7,18
34,496263,3,7,19
41,9115,3,1,23
25,1187,4,4,18
28,198369,5,4,15
27,223770,2,6,16
25,753927,-2,10,14
29,41622,3,2,15
38,228619,4,4,25
23,155191,3,12,20
35,1097305,4,20,19
18,523889,-1,17,23
27,338069,4,5,18
29,35134,2,5,22
45,185691,4,6,23
29,399301,4,16,24
18,22283,2,14,18
18,33576,-1,2,15
32,2319,1,1,13
36,191837,4,3,15
35,73787,4,2,15
33,49757,4,24,37
41,8880,2,2,13
27,2393,1,1,11
39,397104,1,18,23
18,118191,1,1,20
24,11674,3,2,17
18,102754,2,4,16
29,426709,4,7,21
31,289984,2,3,15
32,132208,3,5,22
32,5718,4,1,17
24,218353,5,6,22
30,23426,4,4,18
20,1765312,2,15,11
42,453289,3,4,17
29,137022,2,4,17
28,345340,3,7,13
44,49542,2,1,20
22,12855,2,1,16
22,436579,3,12,15
23,39848,1,2,14
31,1226007,2,9,16
35,11613,2,1,8
37,797964,3,13,17
52,273638,3,35,34
18,7720,2,3,25
36,19544,4,5,16
27,87385,3,4,14
27,239288,4,17,19
27,73390,3,1,15
24,87576,2,8,17
45,318578,2,8,18
38,11042,2,3,21
32,40351,4,1,22
42,24094,4,2,17
19,57335,1,12,20
21,33526,4,1,13
18,35347,4,6,26
26,3252,3,2,11
33,189699,3,2,25
32,68031,4,5,15
33,59169,3,18,18
20,14701,-1,7,23
38,168376,5,12,23
33,921074,2,7,13
37,32624,3,9,14
18,21392,3,4,14
34,864786,3,20,22
22,97155,2,5,15
28,105169,3,6,14
36,92470,4,5,17
32,903892,1,3,25
25,8510,2,2,12
32,18705,5,1,18
19,404743,4,10,22
41,17003,5,2,10
30,48567,3,3,16
40,1338989,3,20,30
27,533816,1,6,19
27,12764,2,1,16
25,2312536,3,12,14
39,56714,1,2,17
26,368275,2,6,19
37,596516,2,5,18
28,100626,-1,2,21
18,13329,3,1,18
27,2977,3,1,11
22,343942,3,1,15
32,15518,1,2,10
22,1376961,4,47,34
39,295054,4,4,12
31,585551,3,15,21
30,3084852,4,6,15
37,225865,4,8,25
39,29739,2,1,26
31,257652,2,2,14
25,141589,1,5,18
18,324265,3,17,19
26,33672,3,1,13
27,301973,1,5,22
32,63685,3,1,18
29,65757,4,4,14
37,25524,3,7,22
27,8944,3,10,24
31,3662,3,1,19
41,29877,2,1,16
34,3961,3,5,20
31,1078413,2,49,39
27,117412,3,3,20
26,149012,3,4,16
25,195383,2,4,14
27,78702,2,1,15
38,723037,5,11,36
30,36172,1,2,15
21,211338,3,9,20
46,35988,3,5,15
34,184075,1,7,24
20,996,1,1,8
28,2443863,4,17,26
32,25383,3,2,9
45,64146,1,8,10
23,117660,2,12,21
39,645768,2,6,10
43,10640,3,3,29
26,541347,2,30,27
29,103170,4,2,17
23,5015702,2,23,25
30,25452,3,1,14
31,39205,3,3,17
37,151813,1,1,13
40,69859,2,1,21
26,138625,3,2,12
18,3123,1,1,13
31,2118097,4,34,38
34,99929,2,11,17
33,6962,4,1,13
29,80409,3,2,17
32,233206,1,8,20
44,89725,3,4,14
35,2602063,3,14,23
29,64222,3,5,17
27,154296,3,8,24
30,134074,3,7,27
45,199231,3,8,12
30,246972,1,2,14
31,22919,5,3,19
28,10785,3,1,16
40,22342,4,7,21
47,1278026,2,4,18
35,99358,2,11,21
32,15905,5,1,19
32,56670,4,4,19
18,55401,4,1,11
37,310492,2,7,17
33,150440,3,15,26
35,181599,2,11,15
26,106948,3,23,18
28,1102384,5,28,34
28,1366612,2,11,8
40,39801,3,2,10
28,57190,2,1,14
48,39785,1,4,16
35,71608,5,40,24
21,120650,-2,4,21
30,446122,5,1,20
26,1471680,3,23,30
18,36514,2,3,19
44,157811,3,9,29
37,3163212,1,12,22
36,269805,2,14,17
33,172847,1,13,18
20,259853,1,14,14
28,69043,3,8,19
38,187310,2,4,10
23,654685,4,8,19
18,862989,2,14,28
30,101485,4,3,12
30,38057,3,2,22
33,192996,2,3,9
37,57836,1,6,22
37,64828,-1,1,14
34,376011,5,12,21
41,60077,2,1,20
19,52092,3,1,16
36,77652,3,1,16
37,158275,-2,6,23
22,7166,2,2,18
19,18211,1,3,21
26,35815,4,21,31
26,189617,3,15,18
38,23162,2,15,30
27,383592,4,6,14
25,769962,1,16,22
27,270009,3,12,19
40,506392,1,24,28
32,26151,3,1,16
30,793,3,1,13
31,53747,3,1,21
42,575069,3,21,27
26,575048,3,7,12
42,170732,4,4,22
33,220019,1,5,19
30,604021,4,14,32
52,260548,-2,21,20
23,155214,2,10,13
29,344071,3,11,27
22,13910,2,3,17
39,83444,3,5,21
45,323032,3,17,13
45,337402,2,12,19
41,4847765,2,9,16
30,18046,3,1,16
29,11828,3,1,17
18,16650,2,1,21
48,727348,3,6,18
35,792507,4,6,22
28,7604671,1,22,35
42,258219,4,9,25
24,115177,1,2,13
35,9454,3,1,24
30,261735,4,15,27
37,41974,2,4,18
31,470553,3,8,17
20,125660,1,6,13
32,34982,3,1,17
40,14489,3,1,12
31,222038,3,3,21
38,4453,2,3,20
23,157657,1,8,26
31,187707,3,8,19
27,63645,2,27,50
37,792793,2,15,24
32,108303,4,5,21
37,130718,3,5,26
40,2351127,1,8,23
37,59052,3,1,13
34,6168888,3,72,52
24,874051,1,5,15
31,914416,3,19,30
27,382093,4,27,27
29,5588,3,6,13
29,10447,5,1,16
24,49487,2,6,20
18,217750,3,7,13
26,135706,1,12,23
33,26212,5,1,15
21,16591,2,5,13
32,264771,4,20,25
47,477419,3,37,31
40,7198,4,1,18
45,400464,5,16,16
35,9654,2,1,16
41,10945690,4,14,26
26,109065,4,2,10
26,3062545,3,25,31
18,210096,3,9,23
41,151374,3,4,24
44,15925,3,2,20
27,621832,2,2,14
29,157956,3,9,31
25,290739,2,18,33
35,148360,2,11,32
40,418723,3,14,21
18,1320631,3,12,19
35,4422357,3,30,34
29,88768,3,11,21
32,5223,2,1,23
35,1427733,1,12,26
30,1244921,3,3,15
31,1204421,3,43,37
30,340350,1,3,13
39,9182,3,2,21
35,24227,2,2,10
33,79398,1,8,17
21,32798,1,1,19
28,129076,3,24,33
39,70971,4,2,16
32,115163,4,2,15
37,9133,1,1,20
46,74626,2,2,12
40,21417,2,4,12
32,242472,4,3,18
27,198791,4,2,12
18,30876,5,1,13
30,30794,3,2,17
29,217127,1,12,14
35,4996,4,4,20
30,57715,1,2,13
29,99118,4,2,12
18,451296,3,6,20
24,24943,5,2,12
35,193612,2,7,16
45,4570426,3,36,39
31,157956,-1,1,12
34,15793,3,1,18
39,19075,1,1,16
25,56799,1,4,17
34,11294,3,1,9
26,194914,2,5,17
38,603770,5,21,26
33,18295,2,1,10
34,107692,3,3,11
25,234660,2,11,24
37,20455,2,1,8
48,16038,4,1,5
23,305321,4,7,21
29,20177,2,1,25
33,52381,1,12,35
38,30261,2,1,15
27,443889,4,5,19
18,24873,3,10,20
42,156216,4,2,12
38,14881,4,1,19
18,26829,4,1,14
27,1512055,3,15,17
44,22858,2,9,23
43,13643,3,1,14
39,792834,2,10,23
30,269772,4,9,16
32,825275,2,48,43
30,281787,3,3,14
41,36678,1,16,27
24,283755,4,4,16
25,1604664,2,18,25
40,26621,5,1,9
31,70150,3,1,17
43,2428182,2,15,22
26,127494,1,13,23
31,58970,5,2,9
24,757032,2,7,20
32,172565,3,3,13
20,15315,2,1,22
28,215317,2,1,15
20,17588,3,1,13
37,1499818,2,7,18
37,16080,3,2,17
18,24010,3,1,11
42,304523,2,22,35
51,58964,2,1,11
32,154505,3,8,15
26,3328685,1,17,28
54,20451,3,1,15
21,5292,3,1,24
32,89672,2,6,21
33,254008,2,5,16
42,193716,2,5,20
34,30145,4,6,20
28,1597198,2,23,27
24,90626,4,1,12
29,50749,1,11,17
23,18618,2,2,20
32,82587,4,3,20
27,17627,3,1,18
20,150381,1,4,15
42,3939778,3,13,19
28,4220,1,1,11
21,442204,1,2,15
30,17170,3,3,15
32,57600,4,1,17
18,35922,2,11,27
34,567470,3,12,26
23,45344,2,14,29
45,49898,3,7,23
36,117928,1,5,27
28,31302,1,2,23
26,144765,3,8,21
31,241521,1,4,9
36,880689,3,28,32
31,2655038,4,27,28
30,144745,2,18,26
32,19999,4,3,22
27,54459,3,3,9
29,50160,-2,15,15
18,57658,4,10,11
39,478860,1,9,20
34,35000,3,2,18
25,418305,3,14,23
47,411043,5,6,24
32,38103,3,4,13
23,68891,3,16,21
38,9762,5,4,10
35,136760,2,8,21
35,322776,4,5,20
28,838131,1,7,16
35,33514,3,1,17
29,415673,3,4,23
36,190201,2,6,11
18,37920,3,5,16
28,96040,3,15,23
45,3047,2,2,18
25,491843,3,17,27
27,50033,3,4,10
28,952331,1,9,15
22,4266,2,1,14
18,245881,5,1,12
30,217623,1,11,20
33,8715,1,1,14
31,695734,4,27,20
30,16359,4,1,16
32,331034,5,18,26
40,89801,4,5,17
30,22969,2,6,22
27,12696,3,1,12
29,435639,2,3,21
36,11598,4,1,19
43,25482,3,5,17
26,45086,3,6,9
32,269726,3,9,19
34,171560,1,16,21
24,23825,3,5,15
32,30688,2,2,13
20,201549,1,3,16
18,720888,2,15,33
34,286369,-2,1,15
28,59033,3,7,20
33,18945,3,1,17
31,165518,1,2,10
24,149214,2,7,23
31,34463,2,4,14
22,64991,3,5,18
43,429161,3,8,24
21,4647,4,2,19
30,36614,4,2,18
23,75394,3,9,22
36,1134393,4,6,27
29,15405,3,1,20
27,81314,5,8,14
38,59847,1,7,20
32,69456,1,1,12
36,19942,2,11,18
24,50590,1,5,15
20,217032,1,1,10
32,171343,2,6,21
29,93885,1,7,17
37,63022,3,20,22
31,547848,4,10,16
33,43914,-1,2,13
19,5127,3,1,22
47,783197,2,15,25
30,113714,3,14,17
37,14816,3,1,16
25,1360,1,1,13
34,17507,4,9,18
21,490906,2,10,24
35,52164,3,1,15
29,337444,3,8,25
32,13191,4,2,11
37,166989,2,2,18
22,51271,3,3,16
26,635678,4,5,11
35,212223,2,13,22
48,88734,3,5,19
30,55587,3,2,18
36,1566394,5,17,27
31,12783,5,1,21
47,334802,3,12,23
18,50004,3,12,31
32,73572,2,2,13
18,24496,2,1,13
18,166474,3,16,18
34,46601,3,6,18
33,23967,3,1,24
29,5702764,4,17,33
31,38428,4,3,13
56,43826,2,3,16
29,298179,3,8,26
36,64809,4,8,21
26,22073,4,3,17
34,4754,1,1,21
30,78951,3,6,26
28,37951,4,7,16
46,128639,2,15,20
41,74056,3,5,13
33,12474,1,8,22
18,12028,4,1,13
29,290504,4,17,20
53,48924,4,3,12
30,647145,3,8,17
40,989390,2,19,26
43,81396,2,13,20
33,366868,2,8,13
25,1154739,2,9,19
18,79152,1,20,23
37,428266,3,13,21
25,61358,2,7,16
33,874250,1,8,19
22,5674,3,1,10
29,27100,3,5,16
32,264742,3,2,15
34,380339,2,4,13
23,70828,3,8,12
41,23302,3,1,13
27,17063,3,1,17
18,3943,3,4,26
31,100400,4,3,21
32,69546,3,4,16
33,224995,1,21,23
42,574298,4,9,14
30,33473,2,3,13
31,39619,2,1,10
23,852660,1,7,32
38,196121,2,8,12
33,13812,3,5,13
28,28589,4,1,20
18,23037,2,1,13
43,152693,3,2,18
22,1259290,2,4,12
27,184855,3,12,23
34,505976,2,15,17
22,23257,1,4,10
20,355962,3,12,17
18,1329760,5,40,40
37,215200,3,10,16
27,158772,3,10,21
55,416915,2,19,27
24,53116,3,3,13
24,2091,4,1,19
27,627178,3,34,36
33,170035,2,5,22
28,12609,2,12,21
36,147270,3,13,12
24,36234,1,4,16
20,1313164,2,6,21
18,14761,2,6,22
18,12469,1,1,13
27,7650,1,1,15
29,31511,3,6,19
26,4731,1,1,18
41,134116,3,3,14
41,2717,5,1,15
29,712693,3,9,14
18,748057,4,16,22
27,109618,1,6,11
27,329553,3,4,25
26,37280895,3,45,42
26,35472,2,1,14
26,10431,1,2,18
28,318423,3,2,10
26,25004,4,3,8
33,503824,2,2,17
34,36322,4,2,9
24,186272,4,2,13
42,166635,4,5,15
24,484833,4,3,14
19,76080,3,8,22
35,2444772,4,5,17
25,33903,4,1,13
34,239469,3,13,24
18,256455,4,5,20
43,7771,4,1,21
37,127969,2,1,12
19,56301,2,12,24
20,215788,4,9,20
45,220962,2,5,20
26,53000,5,2,20
25,201528,3,4,12
18,26744,1,8,15
29,495629,2,16,17
30,7288,4,6,12
37,131247,2,2,17
20,101798,2,1,12
19,25140,2,1,21
35,38813,2,8,18
40,81295,2,1,20
19,39990,2,5,10
40,298693,4,9,13
32,91057,3,2,11
40,411001,2,8,22
31,878016,4,6,21
18,31787,3,4,19
30,738752,3,18,20
40,871531,3,9,14
24,73431,2,3,14
28,151848,3,13,23
30,344033,2,10,13
18,61929,3,12,19
45,145199,4,8,21
24,7656,3,3,15
36,30832,3,3,12
31,86415,3,8,15
42,8185,2,1,18
35,1298547,5,13,26
30,339257,3,3,13
24,677532,2,7,19
38,159637,3,5,18
18,79243,4,5,16
37,699454,4,10,21
23,163324,4,7,15
42,61854,2,2,17
33,944,2,1,17
37,1156823,4,14,16
32,958526,3,17,21
18,6623,4,1,19
25,70982,2,2,25
37,82345,3,2,14
33,317849,3,22,24
41,25605,3,1,23
35,7957,3,1,18
24,154176,3,1,12
25,1076811,2,10,22
32,213379,5,17,27
18,84059,3,3,15
45,55879,4,1,15
35,122933,1,7,20
41,38696,2,1,11
19,74699,2,1,17
41,1750531,3,17,27
49,10507542,2,16,19
21,865975,4,29,29
38,150350,1,5,17
32,157054,3,2,14
19,235510,2,11,17
35,9912,1,1,16
38,13169,3,2,16
27,654,-2,2,13
41,1932208,4,24,45
18,9338,2,10,29
20,6958,5,1,16
33,28407,4,1,22
32,317287,2,14,28
26,5274405,4,12,16
38,43593,2,8,14
36,489323,1,1,18
38,698932,4,5,22
31,694633,4,7,20
36,3149854,3,21,33
28,21667,3,1,15
48,25904,2,5,17
25,37097,4,1,18
48,27068,4,4,10
32,17681,2,1,20
20,169970,3,14,26
42,17872,4,2,12
33,165971,4,4,24
38,103166,4,4,15
41,871587,2,16,30
34,217528,4,11,27
27,23269,3,1,20
39,13799,1,1,15
32,48884,3,6,28
37,110866,4,4,18
18,8365,4,2,12
35,2555627,4,12,12
26,1278,1,1,21
45,9579980,2,29,27
36,47893,4,1,17
33,14490,4,1,9
35,34861,3,2,16
24,219966,1,5,12
44,31304,4,1,17
47,573658,2,10,25
35,219689,4,3,19
44,44652,3,1,17
27,1889063,3,16,19
25,877112,3,23,21
32,44706,3,7,27
35,42866,1,13,26
28,51527,3,1,13
36,69903,3,2,7
34,1008567,3,3,22
24,435110,3,25,27
36,261226,1,5,17
38,84704,2,1,18
33,148133,2,3,20
41,91770,2,1,13
22,14984,1,2,18
35,41314,2,4,13
22,42848,2,3,25
23,1472,3,1,23
26,12714,3,1,17
24,36253,1,6,27
27,441615,1,9,21
30,77604,3,4,15
38,78844,3,10,20
29,64283,2,1,11
19,22081,3,1,9
41,1051425,2,14,24
25,124634,1,3,26
31,186140,1,4,17
35,149733,1,23,26
33,494443,2,4,16
40,114812,4,1,13
35,860327,4,22,33
25,28256,4,1,23
49,1065764,3,8,10
33,51194,2,3,12
30,19948,1,5,21
39,130895,2,6,11
33,160087,3,4,17
35,211600,2,11,26
51,3402139,2,21,24
29,6320,4,1,15
29,88295,2,12,24
32,3745,2,1,16
40,44607,2,1,14
19,51268,1,24,35
18,81374,3,5,25
27,4352,3,1,26
18,63272,3,6,17
28,223114,3,2,9
36,585196,4,4,19
24,161531,2,7,16
20,22119,2,16,19
32,149541,2,1,7
38,31604,2,1,12
18,17945,4,1,16
38,59743,1,1,12
38,87260,1,23,24
39,340207,4,22,34
41,270323,2,11,16
49,374347,3,8,21
29,83691,3,15,23
32,19724,4,1,22
28,27768,3,1,12
32,591586,2,3,21
44,929957,4,14,21
21,24129,3,5,24
25,26344,4,5,15
43,225225,2,2,9
40,299826,1,8,16
29,131201,1,17,20
38,1480360,3,3,21
34,42682,2,7,23
44,1175099,1,3,17
32,133696,4,12,25
40,77747,4,5,21
53,5840,2,3,15
36,338650,1,4,20
32,5187,2,1,11
37,327539,3,16,23
29,6786220,3,25,25
51,51065,3,5,11
33,32327,4,2,13
29,120832,4,8,14
25,103875,5,4,15
40,72146,2,2,16
38,19547,4,1,18
28,1930189,3,17,26
36,1016516,1,12,21
19,35536,3,14,28
33,455364,2,4,10
35,58059,1,11,20
45,167055,2,6,25
25,14901,3,3,26
21,15666,2,14,24
24,181189,3,53,50
21,113114,4,18,22
42,669443,3,11,26
44,522633,5,11,12
34,627003,2,8,14
41,837276,4,15,20
33,78337,5,5,21
31,46390,3,1,22
29,35073,2,11,29
29,78602,2,20,18
19,185148,3,3,14
34,2350727,3,12,26
31,9946,3,2,17
37,7712426,4,22,27
32,483137,3,9,19
30,134663,2,6,21
25,43034,4,12,30
32,881326,4,13,19
37,90968,3,17,28
22,319270,2,18,25
32,2765,3,1,13
33,2771,3,1,19
26,488237,1,13,25
27,461797,5,23,32
33,105057,3,2,18
22,23869,2,1,10
34,260896,3,3,13
24,43879,4,3,26
40,166456,1,11,16
50,18582,2,1,20
25,1234,4,1,17
36,916650,1,17,29
26,117641,3,1,17
40,7379566,3,11,11
21,26771,5,3,25
35,143763,3,8,16
25,1730,5,1,16
30,168767,1,2,11
23,256082,2,4,19
38,3218735,2,15,22
25,53260,1,6,19
36,62994,5,1,23
29,213794,5,12,24
31,133736,1,1,19
33,799281,3,21,27
25,5153,1,1,16
33,56955,1,5,18
44,2574,3,1,11
25,39616,4,6,22
41,53248,3,5,17
43,49431,1,4,14
25,24320,4,1,26
20,389872,4,16,25
34,367151,3,12,16
27,207311,3,8,24
46,357630,3,6,19
32,80346,3,9,19
25,21835,4,1,9
22,782890,4,21,27
40,32783,4,2,23
27,193120,2,8,16
32,75563,3,7,13
39,450291,3,8,16
28,903282,3,16,25
31,183854,4,2,15
31,539185,4,11,26
37,410783,5,7,22
36,67994,2,1,21
30,23900,4,4,20
32,137416,5,14,26
29,26180,4,3,15
20,858186,1,5,14
34,81384,4,5,17
47,405962,4,7,18
24,32078,2,17,23
25,8411,3,1,7
25,184765,1,5,15
37,4313,3,4,9
35,94516,2,2,10
30,110325,3,20,29
24,11167,3,1,10
32,65963,4,1,14
19,80531,3,10,23
33,38922,4,2,16
38,70243,4,10,14
21,226078,1,14,24
19,48518,4,2,15
44,7891,2,1,17
27,51396,2,1,13
41,8410,3,1,15
30,8391,3,2,23
30,1752029,5,16,22
35,217054,3,11,14
24,7254,3,1,17
33,935948,4,16,17
28,2811,2,1,14
21,314371,-1,8,16
34,43536,2,1,23
29,191578,3,1,19
30,158862,4,11,16
22,76501,3,5,20
44,275237,4,7,13
39,171256,2,4,20
39,33934,1,1,14
29,450759,4,10,14
18,11509,2,13,21
47,7262,3,1,13
31,10772,3,3,16
26,169168,5,6,8
35,173095,3,7,15
41,23163,4,6,10
31,258822,3,9,18
42,870601,1,27,31
40,4234,3,3,12
23,200558,3,6,17
26,58415,5,9,16
39,544828,3,7,17
18,5050,3,3,10
30,303523,3,7,20
20,252155,3,8,13
28,300560,3,7,14
29,36757,3,1,14
29,60467,4,5,18
27,37463,-2,17,24
23,125957,2,16,28
50,335481,4,11,22
46,167880,4,9,18
22,3175,3,1,15
44,269480,2,4,14
28,6464,3,1,10
33,2216521,2,13,20
31,79625,3,2,9
26,712473,2,11,20
39,1368976,1,13,28
33,6858809,2,17,28
28,182439,4,11,30
21,50096,1,6,20
24,89720,1,7,13
18,481713,2,3,17
32,6836,3,1,20
22,9296,1,1,17
29,26579,3,1,11
42,466183,3,21,22
41,21291,3,1,10
31,80240,4,10,14
31,12304,3,1,24
47,772351,1,29,31
36,33141,3,3,19
29,306157,2,4,14
20,95542,3,4,14
35,147573,5,13,21
38,14868,2,1,20
26,359278,4,14,17
34,62608,3,8,18
29,56387,4,1,14
30,46046,4,1,10
18,1651932,3,11,17
30,33669,2,1,19
39,75434,5,17,30
26,11392,4,1,7
32,168166,5,7,25
25,305416,5,9,16
34,86544,3,8,30
30,43809,1,3,20
24,1739636,-1,16,24
42,174703,1,11,20
39,1006594,3,5,21
27,58066,3,7,13
35,154343,3,6,18
36,179271,1,23,18
37,498448,4,18,23
18,73179,3,2,21
40,25443,-1,2,17
27,1720073,1,31,32
29,31951,3,2,13
53,826493,3,24,30
34,22775,3,8,20
28,52184,4,1,14
18,43542,3,3,15
43,886691,3,5,22
21,652337,3,14,21
23,22134,3,3,12
29,174006,3,2,20
43,1300809,4,20,31
38,111773,3,1,9
30,56844,3,6,17
34,289867,3,5,15
27,48748,5,1,16
33,4177,3,1,18
32,487834,2,3,20
39,4969,2,1,9
39,35066,1,5,18
35,4586,1,7,18
29,529752,4,9,20
37,16706,3,6,23
31,10755,1,3,17
23,18220,4,1,10
28,50367,3,2,8
32,50464,1,4,13
39,118604,3,20,18
30,23436,2,1,9
22,148842,2,4,17
32,618318,3,10,25
32,2560401,3,9,18
33,316511,3,26,26
39,4117,2,1,13
40,38681,3,1,15
27,103103,5,3,10
27,13255,5,1,11
23,48999,5,6,18
37,29820,3,18,29
